T,F_channel,F_fitted_1param
3.330000000000000071e+00,1.070944670670775228e-01,1.060922143280365743e-01
3.339999999999999858e+00,1.042479712973456152e-01,1.032391627158288222e-01
3.350000000000000089e+00,1.014776925664632456e-01,1.004625505435365884e-01
3.360000000000000320e+00,9.878177191745192431e-02,9.776052363683090940e-02
3.370000000000000107e+00,9.615838133149620659e-02,9.513125817055234634e-02
3.379999999999999893e+00,9.360572420151211381e-02,9.257296116394582441e-02
3.390000000000000124e+00,9.112203569422036575e-02,9.008387086589586534e-02
3.400000000000000355e+00,8.870558305248819886e-02,8.766225708022608309e-02
3.410000000000000142e+00,8.635466582329848206e-02,8.530642141572666870e-02
3.419999999999999929e+00,8.406761600871473505e-02,8.301469746021794549e-02
3.429999999999999716e+00,8.184279816140327402e-02,8.078545089901018050e-02
3.439999999999999947e+00,7.967860942994746398e-02,7.861707958130687013e-02
3.450000000000000178e+00,7.757347954468887807e-02,7.650801352813503542e-02
3.459999999999999964e+00,7.552587075137401351e-02,7.445671488831205609e-02
3.469999999999999751e+00,7.353427769804370129e-02,7.246167784564945535e-02
3.479999999999999982e+00,7.159722728634253242e-02,7.052142849065673458e-02
3.490000000000000213e+00,6.971327847520308874e-02,6.863452464528382868e-02
3.500000000000000000e+00,6.873902596195215209e-02,6.765778451035796281e-02
